date,text
25/12/2014 02:53,"There is a Big Smile under that Mask because I have a lot of HOPE! I have Trust in Science, Trust in Humanity and I… https://t.co/SURxSss5bu"
26/12/2011 12:47,"WHO says it signed up to 40 mln #PfizerBioNTech vaccine doses, nearly 150 mln #AstraZeneca #Oxford vaccines (pendin… https://t.co/w0Ob9q3UrS"
22/05/2012 19:41,"""The vaccine works despite the low temperature""
#Sweden  #COVID19Vaccine #WHO the solutions is available on… https://t.co/JXRZNVPAIQ"
18/07/2011 12:54,@Mandoline_Blue Is it a supply issue for just #PfizerVaccine or #oxfordastrazeneca too? They should use… https://t.co/LJzQTVd8dm
06/03/2016 21:24,"Yay, #PfizerBioNTech just announced during a #WHO livestream that they can probably raise production speed and be a… https://t.co/0XGGwV2hH3"
14/11/2017 13:17,BREAKING - #COVAX signed an agreement with #PfizerBioNTech for up to 40 million doses of its vaccine says @DrTedros… https://t.co/aOaVrrYAVw
10/05/2013 12:05,@seattlejimmy195 @SkyNews I'm sorry to hear about the death of your friend 🙏🏻  Was your friend healthy or had probl… https://t.co/NTZIhQqAiQ
13/03/2014 01:14,Vaccine round 2 and no symptoms at 24hrs. The bad is drowning out the good and might have a negative impact of the… https://t.co/LWElJWRWRT
01/01/2012 21:22,"#Israel's access to the #PfizerBioNTech vaccine was made possible through an agreement of data sharing, parts of wh… https://t.co/TXLAHawjht"
17/02/2009 10:25,"Vaccinated and ready to dominate the world once again!😊💯💯

https://t.co/9kFWzG4fIE

#dubai #dha @DHA_Dubai #vaccine #PfizerBioNTech"
03/04/2016 12:16,"How many doses out of 1 vial of #PfizerBioNTech's #CovidVaccine? 5,6, or even 7? Well, originall 5, now 6 (… https://t.co/SZGmBDcmLL"
20/03/2009 16:38,@Niall_Boylan We didnt give consent for my Mams vaccine and now shes the most well patient in the home....My Mother… https://t.co/Svng3Y4eWE
01/11/2020 17:00,I had my #COVID19 #vaccine #CovidVaccine and every one who is eligible must have it. #uk #asian #PfizerBioNTech… https://t.co/Cbe0DH4MBX
13/04/2017 09:24,"Just got my 1st #PfizerBioNTech vaccine 💉, feeling great 😊 
The power of science and reason! Very happy how my univ… https://t.co/OltmU1JRtV"
21/09/2013 18:12,Thank crunchie it is Friday. I am so happy to get a little prick in my arm! #vaccine #PfizerBioNTech #halfwaythere https://t.co/FxoIC3oElt
14/09/2010 19:28,"How #Moderna, #PfizerBioNTech &amp; the others #coronavirus #jab candidates compare—at glance #UnbiasedScience https://t.co/geFaJ7ShJk"
23/03/2020 11:58,@Andrew4Pendle How many have received the 2nd dose ? No data from Pfizer  to support giving it after 21 days .. 1 d… https://t.co/IapX9vy5gh
16/10/2009 12:44,Today I received my first dose of the Pfizer Vaccine. Many thanks to staff at the @RBNHSFT #CovidVaccine… https://t.co/HEPw9PxVTo
03/09/2011 22:05,@pfizer you had 9 mths to retool your line while vaccine was in development- sounds like piss poor planning to me !… https://t.co/GsBD3tdYg5
03/01/2010 10:09,Took my first dose of #pfizerbiontech  #covid19 vaccination for frontliner this evening. Feeling good and I trust t… https://t.co/onRSuUlodf
01/06/2010 19:49,One step closer to a normal life 🤩 #backtonormal #PfizerBioNTech @pfizerbelgie @vanranstmarc https://t.co/4lRJn1DBzF
29/11/2009 20:24,#Frontline Nurses administer #PfizerBioNTech  #CovidVaccine #vaccine  to health workers at tents installed for the… https://t.co/Vo0k5ygm7m
28/10/2019 06:31,Today is a good day! 💉 #covidvacccine #PfizerBioNTech https://t.co/MJc8uS5303
14/01/2021 17:37,"Promising news. #PfizerBioNTech #COVID19 
https://t.co/Bvfgjp3gBb"
29/03/2011 14:51,"Already vaccine trouble? #501YV1 #PfizerBioNTech 
""Neutralisation titres were not significantly
impacted by the com… https://t.co/aDEpVVnBFz"
11/07/2019 04:29,Swiss drugmaker #Novartis to help make #PfizerBiontech #COVID19vaccine  https://t.co/tZdwwRHpXs
26/08/2018 09:15,"#PfizerBioNTech   WHY DON'T YOU JUST  SHARE THE FORMULA WITH EVERYONE.
FUCK  YOUR CAPITALISM !!! https://t.co/ShDDZBZTyK"
24/11/2019 02:07,The mice are very happy that the human trials are going well. They too are very much looking forward to the jab.… https://t.co/7sPEgq7NId
16/08/2010 16:19,The #EU has not yet understood how much the #UK hate them. They should really stay clear of us and do their own thi… https://t.co/HPeEBSNktn
26/03/2018 01:46,@RidgeOnSunday Can’t understand how #AnthonyHarnden can use data from the AstraZeneca vaccine (in itself discovered… https://t.co/m0kRbBvemZ
15/11/2015 17:17,@vaughangething making out his CMO and Public Health Wales know better than  Pfizer Biotech. Never mind what we wer… https://t.co/IdSzUFI1Op
20/03/2013 18:07,How is this not being challenged? He is going against the manufacturers recommendation. Its not proven to be  nearl… https://t.co/YTUL8YuypI
22/07/2018 08:58,When are we going to accept that the wish to be over with the pandemic and the reluctance of western governments to… https://t.co/eVTQNN9vDm
22/11/2011 08:44,Almost a month later @TheBMA decide it is now worth debating “off label” #CovidVaccine strategy. Much too late… https://t.co/BJWInpFfrT
12/01/2021 09:39,Are we being lied to about the #vaccine #Ridge @SophyRidgeSky @SkyNews #PfizerBioNTech is 12 weeks delay too long? #Marr @LG_NHS
29/12/2020 21:54,"Interested in volunteering in this life-changing programme? Go to https://t.co/wLXKNxJSAs
#NHS #covidvacccine… https://t.co/SloshiCB4s"
09/07/2011 07:24,So far (at the time of writing) there have been 33 deaths in Norway related to the Covid vaccine. Experts are sayin… https://t.co/2RqxqLy53X
27/09/2014 12:33,"An in-depth evidence-based update on the key aspects of Pfizer BioNTech COVID-19 vaccine. 
#epiminutes… https://t.co/laOZVwkRnx"
06/04/2014 01:59,Federal Treasurer Josh Frydenberg says #PfizerBioNTech #vaccine shortages overseas are unlikely to affect… https://t.co/CivhUmYSQj
09/07/2015 17:45,"@AndreiaSaveSwe @KLM Which is pretty nuts, since the #PfizerBioNTech vaccines are made in Belgium - next door - you… https://t.co/ol6d4T7ota"
01/06/2009 08:52,"#WHO inks deal for delivery of #PfizerBioNTech vaccines in poor countries

#coronavirus #CoronaVaccine… https://t.co/KUUPUG4iJF"
21/06/2013 00:33,@SenatorWong @amapresident None of them are experts on Covid19. The so called vaccine is not a vaccine. It is a syn… https://t.co/pMavcP0k7E
29/12/2012 10:42,@vivekagnihotri Really? Where is #PfizerBioNTech vaccine coming from?
29/11/2016 12:01,"Allergic Reactions Including Anaphylaxis After Receipt of the First Dose of Pfizer-BioNTech COVID-19 Vaccine

#USA… https://t.co/RNtPm9goti"
25/03/2019 04:14,Echoing @hewlett_angela this is great news! Since the #PfizerBioNTech #CovidVaccine for kids 12-15 is fully enrolle… https://t.co/8bVJgo8Hpg
20/07/2010 13:14,If this government made cars the same way it is administering vaccine #OneofTwo #Covid19UK #vaccination… https://t.co/FF7p9a8ITX
18/12/2012 15:37,@Pfizer_France Here's manufacture @Pfizer_France #PfizerBioNTech ! @SanofiFR changes : 3 months to make it ! We don… https://t.co/lDNPYF5wyw
02/01/2021 02:31,"HUMAN LIFE WITH THE VIRUS
https://t.co/AOLrD2I2Kh

#SocialDistancing
#coivd19
#coronavirus
#humanlife
#sparce… https://t.co/anqsMJKpRT"
02/09/2009 20:35,Meet seven of our frontline healthcare workers who rolled up their sleeves to be among the first in Miami-Dade Coun… https://t.co/7JNIUvYwUF
07/10/2019 12:17,"@CityofLaVista 55 people in the US have died after receiving a #Vaccine for #COVID19, according to reports submitte… https://t.co/vdUcnQJKkl"
04/07/2009 15:58,Getting ready to roll my sleeve up for dose #2 of the #PfizerBioNTech #CovidVaccine @grhospitalkw on Monday. Feelin… https://t.co/CE0tzut3UA
15/11/2018 02:31,Dose #1 ✅ #CovidVaccine #PfizerBioNTech #theendisnear https://t.co/QwJdBncAL5
13/08/2009 08:16,94% protected na from #Covid_19! #PfizerBioNTech https://t.co/0JKB4FsU9E
15/04/2014 08:11,"#DHA is working on rescheduling the 1st dose of the #COVID19 #PfizerBioNTech vaccine

#UAE_BARQ_EN https://t.co/f3RhWMK4ox"
28/07/2014 13:32,@mancunianmedic @OldburySally @StSenka @DrMariMcV @gpdiarist @ChristmasRowena @FrancesMair @RslewisSally @J_bagpuss… https://t.co/fV8VFKu9pM
16/01/2012 08:44,I spoke to my grandparents yesterday who are really worried about the implications of this and whether their Pfizer… https://t.co/dAoZMDTZVh
29/04/2013 14:11,"Not been on here for ages. But worth it today, as I’ve had my #PfizerBioNTech vaccine and finished a second shift a… https://t.co/2iiEFx1YkX"
08/02/2018 22:41,"Peer Vaccinator Mairead Duggan, ADON at St Camillus' Hospital from Newmarket-On-Fergus, Co. Clare, said: “I’m thril… https://t.co/3jNUui93r1"
18/03/2011 17:41,"Nothing makes sense here at all. They know how critical the demand is. They also knew production would be massive,… https://t.co/4xy22MEw0T"
11/02/2019 18:11,"""Vaccine Hoarding"" Under Spotlight At The #UnitedNations https://t.co/GIa2W4wRxn #PfizerBioNTech #COVAX… https://t.co/BIJQeMvX8a"
28/10/2013 23:44,I hope everyone is paying attention to this. This is a huge mistake. This decision needs to be reversed immediately… https://t.co/aoIPeJwBC4
07/02/2017 00:08,About time the media joined healthcare professionals to realise the sheer idiocy of delayed the Pfizer Biontech vac… https://t.co/fL1jPZJ0dZ
04/11/2014 17:38,"Vaccine dose #2 in the books!

Thank you again to all the healthcare providers and scientists that made this vaccin… https://t.co/Sl3Ifriv1v"
14/05/2019 08:12,"COVID-19 vaccination complete ✅ 💉.
#PfizerBioNTech one big step closer to normality ✌🏼 🙏🏻"
08/12/2011 17:40,"Day 5 - until now: no side effects, no headache, no swelling, sleeping well, and feeling good 👍🏼 #PfizerBioNTech"
19/01/2012 19:29,@MattHancock 1 vaccination is 2 doses according to manufacturer and @WHO Stop playing with with false numbers. Woul… https://t.co/9bt0azq4Ir
22/01/2021 15:11,Best feeling when I got my #CovidVaccine let’s keep this going Florida! #vaccination #PfizerBioNTech… https://t.co/ou2wjV4lI9
13/08/2009 08:16,getting my 2nd shot tonight! #covid19 #PfizerBioNTech https://t.co/cD9FzdMnYU
13/04/2017 09:24,"One day after receiving the 1st dose of the #PfizerBioNTech vaccine, I feel great. Only a little bit of ache in the… https://t.co/uKr7vERDPH"
20/03/2013 18:07,The pressure is well and truly on the government about the decision to delay the second jab of the… https://t.co/62iooRTy0W
28/10/2013 23:44,👇The last dose is NOT guaranteed. This is asking for trouble. What if there’s half a dose left? What a position to… https://t.co/ZfIDpmAp4c
29/01/2016 15:54,"#ICYMI “However, if it is not feasible to adhere to the recommended interval, the second dose of #PfizerBioNTech an… https://t.co/OcEuFQ3fDA"
12/09/2009 15:25,"I love this. And as I told you this love story earlier, #vaccines are more than 100% effective on death certificate… https://t.co/FRzHB6UdA7"
10/03/2012 08:03,@10DowningStreet Which could be a moot point as you have messed the delivery protocol as set out by #PfizerBioNTech… https://t.co/xGeI9hZ7rX
10/03/2012 08:03,People who had the 1st #PfizerBioNTech jab agreed with the .@BorisJohnson government to return in 21 days to have t… https://t.co/166LS66df2
23/08/2011 13:18,"Soooo grateful to NHS today and volunteers here in Manchester, first dosage as I qualified under Clinical Vulnerabl… https://t.co/uOnSUv4DYo"
20/02/2011 04:38,The @UN-led #COVAX initiative has signed an advance purchase agreement with #PfizerBioNTech for up to 40 million do… https://t.co/HvCKc3K5av
30/05/2012 18:32,Both Sandy RPN and Waveney PSW were among the first staff members to receive both doses of the #PfizerBioNTech… https://t.co/rjcnf5OsSM
08/10/2011 12:17,"Amidst deadliest #coronavirus outbreak, a group of doctors has urged the UK government to “urgently review” it's de… https://t.co/uAH45LrB8y"
04/03/2009 12:45,"Amidst deadliest #coronavirus outbreak, a group of doctors has urged the UK government to “urgently review” it's de… https://t.co/gh0jKVX98T"
21/02/2019 07:28,#PfizerBioNTech is very effective. https://t.co/Z83RkC645P
25/07/2009 08:41,A group of British doctors have written to England's chief medical officer to tell him to cut the gap between doses… https://t.co/3vhzfEwSZd
12/03/2020 15:30,For years #CarbonDioxide has been the enemy.  Now we need it to super freeze vaccines.  #COVID19 #PfizerBioNTech… https://t.co/NUHVqLw1Jo
28/08/2015 20:04,@TheBMA @CNagpaul Accelerating vaccination is key but extending the gap between 1st and 2nd dose #pfizerbiontech is… https://t.co/Lr1m2zgqMU
04/06/2011 11:18,Politicians are playing mad apprentice scientists with #PfizerVaccine. Manufacturer says 21 days and politicians he… https://t.co/Mqas8mY5ku
04/06/2011 11:18,Another country who got screwed by #PfizerBioNTech and now must use the 6th dose which isn't a bonus anymore. Howev… https://t.co/kkF6VRqSX1
05/05/2011 16:27,"Pfizer-BioNTech Shot Likely to Foil Mutant, New Study Shows 

#COVID19 #PfizerBioNTech #vaccine #TMRWorld 

https://t.co/pLvcwf2DOU"
09/02/2017 20:49,"Risks of #PfizerBioNtech vaccine
""Doctor Louise Lagendijk is an integrative medicine specialist specializing in min… https://t.co/52r08uFZp5"
27/09/2009 08:54,"#COVAX, a global initiative to ensure rapid and equitable access to #Covid19 vaccines for all countries announced t… https://t.co/NR50OpG21Y"
09/07/2011 07:24,My doctor is telling me that #vaccination/s are safe... Excellent parody in #French! https://t.co/YRdiG4BE52… https://t.co/jKIIvyrrIS
08/02/2011 10:29,I am so grateful I got given the 1st shot of COVID vaccine yesterday. I have a history of anaphylaxis but had no is… https://t.co/ts1xrIneBp
27/09/2009 08:54,A group of #British doctors have written to #England's chief medical officer to tell him to cut the gap between dos… https://t.co/wmFFAXNWNG
11/02/2019 18:11,#Norway To Receive Fewer #Pfizer Vaccine Doses Than Originally Reported https://t.co/vH0wsWdgAR #COVID19… https://t.co/VWqg4iiqJw
09/07/2011 07:24,These simple declarations — that deaths and injuries following vaccination are unrelated coincidences — are becomin… https://t.co/PPbdxrn7fU
11/02/2019 18:11,#EU Plans To Purchase 300-million More #Covid19 Vaccines https://t.co/E6CxrV4yHA #covidvaccines #Pfizer… https://t.co/YkMeWWjeru
07/11/2019 10:13,"Pharmaceutical greed at its worst...

#PfizerBioNTech 

https://t.co/nT98jdzMlj"
07/05/2020 11:50,"#PfizerBioNTech's vaccine is back in the news. 👩‍🔬💉
A confidential information leak has been confirmed after a cybe… https://t.co/PpdiOxmAd4"
11/02/2019 18:11,#Covid19 Vaccine Rollout Needs Spark Even More Innovation https://t.co/EBaYqJexm1 #Ergotron #VaccinationCart… https://t.co/yiEAYPHVZE
12/07/2010 03:59,@shamara4w #Dubai has rolled out an effective program a month ago #PfizerBioNTech &amp; #Sinopharm are available for Na… https://t.co/gGbvx794B3
10/03/2012 08:03,".@matthancock .@BorisJohnson STOP IT with the ""maybe"" and ""might"" all in an effort to your arse because you failed… https://t.co/ICR1AlO0IS"
10/05/2008 05:33,"Pfizer-BioNTech, WHO strike deal on 40M vaccine doses
https://t.co/7WeLRm97QU
#PfizerBioNTech @WHO"
18/01/2019 19:55,"#PfizerBioNTech 
Hopefully , indeed it  will give me my life back
#israel 
#COVID19Vaccine https://t.co/VxMxyFq3Yr"
01/07/2011 19:09,The cold shift! @ManchesterHCC @GMCancerUI #VolunteeringMcr #PfizerBioNTech 💉 #Beswick https://t.co/YccGnYBn7M
14/05/2018 14:04,I’ve never been so conflicted in my life 😔 #PfizerBioNTech #immunocompromised
20/01/2009 20:41,Safety and efficacy of the #PfizerBioNTech COVID-19 vaccine: Anthony Harries and Kudakwashe Takarinda highlight res… https://t.co/28gwSklQgk
13/03/2019 07:41,@BorisJohnson @Keir_Starmer @10DowningStreet @Conservatives when will the inevitable u-turn occur with regards to t… https://t.co/mNJfmsOovV
09/07/2017 04:04,"What Insights Will The Bloomberg C-Suite 'The Year Ahead Summit 2021' Reveal? https://t.co/jPQWPm2yNG

#Bloomberg… https://t.co/MDFlZ2ar7u"
13/03/2019 07:41,@10DowningStreet @BorisJohnson @TheHiveLondon @BorisJohnson @10DowningStreet @Conservatives when will the inevitabl… https://t.co/ZBZYdh9pfB
08/09/2010 10:12,@HelenCrosier @samtapsell @bbcnickrobinson @TheBMA @BBCr4today Right- so use 1/2 dose #oxfordvaccine for the majori… https://t.co/cstjkVuSsp
19/08/2014 03:12,#HongKong authorizes the #PfizerBioNTech #vaccine for emergency use https://t.co/F00pfRpZKx
13/03/2019 07:41,@NadineDorries @piersmorgan @theresecoffey @GMB @BorisJohnson @10DowningStreet @Conservatives when will the inevita… https://t.co/KO6IRMtriY
03/04/2017 16:55,Are there any trials taking place that test the transmissibility of the virus amongst people who have received two… https://t.co/HmSddS8pF0
12/12/2015 03:56,"If it's true, it looks like #AstraZeneca won't be supplying to Australia for a while.That is why #PfizerBioNTech is… https://t.co/NLHGLsYCxZ"
13/03/2019 07:41,@AndrewBowie_MP @BorisJohnson @10DowningStreet @Conservatives when will the inevitable u-turn occur with regards to… https://t.co/ZsIELATHR4
13/03/2019 07:41,@BorisJohnson @10DowningStreet @Conservatives when will the inevitable u-turn occur with regards to the 12-week del… https://t.co/zz1LlNGeld
09/10/2018 08:39,"@HSingh_MD It is the same thing. #comirnaty #PfizerVaccine #PfizerBioNTech 

https://t.co/gsrzEiA1Ym"
21/06/2017 11:32,"All you ever wanted to know about RNA Vaccines - What are they? FAQs by 360 on History

#ScienceTwitter #medicines… https://t.co/LLqb80in1I"
10/03/2012 08:03,"@ralph_sina
 you should not believe what you hear from the UK. To vaccinate someone you have to follow the drug pro… https://t.co/3vrpD0FQof"
10/03/2012 08:03,@ralph_sina you should not believe what you hear from the UK. To vaccinate someone you have to follow the drug prot… https://t.co/Yw2CHkuY1r
26/10/2020 07:31,"@piersmorgan @GMB YOU SOON ENOUGH, YOU HAVE FAILED TO GRILL THEM ON VACCINE, WHAT MEDICAL OR SCIENTIFIC DEGREE DOES… https://t.co/DCU9f3Ps3g"
17/08/2016 16:32,This morning I took the responsibility upon me as a #keyworker with the severity it needed and got the… https://t.co/wZEVrH0sAU
23/06/2009 13:37,THIS WEEK: We look at #antivax communities on social media #CovidVaccine #COVIDVaccination #PfizerBioNTech… https://t.co/VbqGyAgL00
12/06/2016 18:18,@MattHancock @Keir_Starmer @BorisJohnson Pfizer vaccine second dose should be given out after 3 weeks! Stop messing… https://t.co/XFxPCC0cMm
08/09/2010 10:12,"@samtapsell @bbcnickrobinson @TheBMA @BBCr4today So why has this analysis vanished from the debate? 

Seems the ide… https://t.co/u52oIAP0H4"
29/03/2018 08:24,"Pfizer’s COVID-19 vaccine approved by Australia

#Pfizer #PfizerBioNTech #Covid_19 #Australia #COVID19 #Coronavirus… https://t.co/K4Ly5kSrR1"
05/06/2013 14:15,"@WYSIW This 👇👇👇👇
BalanceIsKey.   
@growlabssa
·
Jan 20
Dear #Pfizer #PfizerBioNTech #PfizerVaccine care to comment?… https://t.co/hcCbgHRAdW"
18/10/2019 05:50,"Australia’s health regulator approves Pfizer Covid-19 vaccine for use

@TGAgovau @healthgovau @NSWHealth… https://t.co/FsRy2aHAgg"
16/07/2010 23:07,I will be getting my second dose of the #PfizerBioNTech  #COVID19 vaccine tomorrow (*this) morning. No issues with… https://t.co/iPjx8nR7aj
27/09/2009 08:54,#Australia on Monday approved the #PfizerBioNTech #Covid19Vaccine for use but warned #AstraZeneca's international p… https://t.co/rHfz2o9sX9
03/01/2010 10:09,"Day 4 after taking the #PfizerBioNTech #vaccine, soreness is gone. Fighting Fit! 💪🏻"
07/11/2013 00:01,Uncertainty over 12-week Covid jab interval intensifies as UK rollout expands https://t.co/TY4I9yoM9p #COVID19… https://t.co/y7HSJtTlO8
07/02/2017 05:41,"Australia Approves Pfizer-BioNTech COVID-19 Vaccine
https://t.co/k9kxvclqHb
#Australia #PfizerBioNTech #COVID19Vaccine"
02/06/2014 23:34,Feeling incredibly lucky and happy to have completed my 2 steps of the #PfizerBioNTech #CovidVaccine https://t.co/7pLcYRN5B9
19/03/2011 04:17,"@goodwish916 Thanks a lot for your historical efforts! Your final goal of S-2P has applied to the #PfizerBionTech &amp;/or #Moderna 
vaccines?"
28/07/2014 13:32,"Q) Would you delay your #CovidVaccine booster knowing that another PERSON was able to get their 1st💉?

A) If YES th… https://t.co/wGa4UK6iim"
04/08/2017 19:36,Given my first dose of #PfizerBioNTech vaccine on Friday! Thank you NHS! 🙏 @epsom_sthelier @sabpNHS #nhs #NHSheroes… https://t.co/hbAiRXnwiB
04/06/2011 11:18,"Tbh, I would love to read the contract between any country and #PfizerBioNTech. Indeed, in any contract, you would… https://t.co/w2tqXuBSWL"
03/04/2007 22:54,"Moderna vaccine @CDCgov overview

NOTE FOR #LYMPHEDEMA PATIENTS: alternative to arm is THIGH not buttocks (Oxford v… https://t.co/3kQmU94m8Z"
03/04/2007 22:54,"BioNTech-Pfizer #vaccine overview, PDF with administration details

NOTE FOR #LYMPHEDEMA PATIENTS: alternative to a… https://t.co/io0wIrFnR6"
18/04/2017 14:00,More and more people and governments realize and wake Up and notice that the #Pfizer  #BioNTech #vaccine… https://t.co/rUGRum4ds5
24/03/2009 07:32,"Let's look at the figures differently. 

#Bulgaria
Vaccines delivered 
26.12.2020   9,750 #PfizerBioNTech 
04.01.20… https://t.co/ougCxB2Tfz"
29/01/2016 15:54,"As it has been reported that the #PfizerBioNTech #COVID19 #vaccine vials can provide an extra dose, the #FDA update… https://t.co/xK6iDVMiv5"
05/03/2015 19:11,Fully #vaccinated #ThisIsOurShot #PfizerBioNTech https://t.co/XVNUkm3T2Q
10/12/2017 09:29,"@carryonretired @Tsunami65 @BorisJohnson And at the very least, @BorisJohnson and @MattHancock need to be called ou… https://t.co/sCMsPsAQ8T"
24/06/2009 14:39,Got my first dose of the #PfizerBioNTech #COVID19 #CoronavirusVaccine yesterday 😍 Side effects over the last 24 hou… https://t.co/5Xwu66GptJ
11/02/2019 18:11,#Norway To Receive Fewer #Pfizer Vaccine Doses Than Originally Reported https://t.co/vH0wsWuRsp #COVID19… https://t.co/gUkcMngvf2
26/03/2015 07:49,Becky and Alex today vaccinating at KGH today. Success day regardless of the snow. Proud of everybody that made it… https://t.co/5EOEoT047R
11/02/2019 18:11,#EU Plans To Purchase 300-million More #Covid19 Vaccines https://t.co/E6CxrV4yHA #covidvaccines #Pfizer… https://t.co/1oLe37R71I
11/02/2019 18:11,#Covid19 Vaccine Rollout Needs Spark Even More Innovation https://t.co/EBaYqJexm1 #Ergotron #VaccinationCart  #Pfizer #PfizerBioNTech
12/04/2010 13:03,So grateful for this first step towards normality... @NHS_ELFT #thankyouNHS #healthcare #PfizerBioNTech https://t.co/KAnhuEoHzW
11/02/2019 18:11,"""Vaccine Hoarding"" Under Spotlight At The #UnitedNations https://t.co/GIa2W4wRxn #PfizerBioNTech #COVAX… https://t.co/rlHHG1Jjj0"
10/02/2009 08:55,Day 24 of 365 - Well it’s a given that you have to post a similar picture when you get the #vaccine so here’s mine!… https://t.co/9bQc7zalVD
29/12/2018 19:14,Dose 2 ✅ #vaccinated #FauciOuchie #COVAX #PfizerBioNTech https://t.co/cp1yaHr1SO
06/05/2020 00:22,"What are the Ingredients of a Vaccine? https://t.co/xIcjF54T0P via @YouTube 
#vaccine​ #covidvaccine​ #Covid_19… https://t.co/8zIi20SnI5"
11/11/2020 04:35,"Informative article on how mRNA vaccines work. Note: No, it does not alter your DNA. #PfizerBioNTech #Moderna… https://t.co/NFtJS3xWks"
31/10/2010 21:00,"Even THEY know it’s not working 👇

Their rollout is not going as well as they planned so now....

“Second Vaccine D… https://t.co/QbUxGUmHEN"
18/07/2011 12:54,@Peston We are at the point where many of the 1st doses of #PfizerBioNTech administered are reaching or have passed… https://t.co/wUoo2sf5fx
18/07/2009 22:12,1/2 Incredibly grateful to have received my first dose of the #PfizerBioNTech vaccine today. Proud to be a part  of… https://t.co/UKHiliNa1D
10/11/2012 16:13,"Ill effects so far ... a tender upper arm. Was unable to sleep on that side. However, no worse than my annual flu j… https://t.co/osftEnGTA7"
08/10/2018 07:17,Do you think in 12 weeks time they will say “sorry we ran out of vaccines”?? #PfizerBioNTech #VaccineStrategy
11/04/2009 14:59,"Yeah?! 🤔 Can #PfizerBioNTech keep up with the production?! 🧐
#COVID19Vaccine

The Star Online: WHO agrees to buy up… https://t.co/NszKBo6m09"
28/12/2010 19:17,"@CaptainWilco Conflicting info from Israel about effectiveness of #PfizerBiontech vaccine.
Although my comment in t… https://t.co/vEdTnOtPnI"
12/08/2013 11:05,First dose of Covid vaccine 💉 done. #PfizerBioNTech
30/06/2009 16:13,@HeathrowNo @piersmorgan @BorisJohnson @MattHancock @nadhimzahawi There is no data to support delaying second vacci… https://t.co/B8weHqBRMl
06/01/2011 08:28,"Rollout will commence with the successful negotiation and execution of supply agreements, COVAX stated.… https://t.co/MxI2Z4jKHS"
23/02/2009 19:02,Within the last 24 hours all of my relatives over 70 years old have received the #CovidVaccine Thank you so much. I… https://t.co/n620a3jrLZ
09/12/2009 10:06,Fully vaccinated #PfizerBioNTech https://t.co/ZRoyAvlslU
13/08/2009 08:16,"day 1 post vaccination (2nd dose)

chills, fatigue and sore arm

#CovidVaccine #PfizerBioNTech https://t.co/JjG5NpX70d"
10/03/2012 08:03,.@matthancock you are lying. The UK has not vaccinated 5.4 million people. Vaccination requires 2 shots of vaccine… https://t.co/Dm3TvZdj1f
13/04/2019 23:59,I got the first dose of the vaccine #igottheshot #PfizerBioNTech #pfizer #ThisIsOurShot but I’ll only celebrate whe… https://t.co/M2sotqFMUr
03/09/2019 07:32,"HEALTH: @EU_Health castigates delays in delivery of #Covid19 #vaccines 

https://t.co/8m5PlT6x0j

@SKyriakidesEU… https://t.co/3tFdj4KDgo"
09/03/2009 10:15,"Very encouraging #vaccine 💉 data from #Israel 

2 weeks after the first shot some immunity kicks in and by 3 weeks… https://t.co/tDgzFRrId5"
22/11/2016 18:54,"The #Covax program aims to provide 2 billion doses of #COVID19 #vaccines to low/mid-income countries, by the end ye… https://t.co/oAaIMAtbTb"
08/03/2018 13:52,🇬🇧 Britain’s Minister for COVID Vaccine Deployment Nadhim Zahawi said he was confident both AstraZeneca and Pfizer… https://t.co/LYkrNIwxOo
24/08/2020 08:29,When it comes to the point we have to pay for our Pfizer purchases the government should just requisition the cash… https://t.co/Axd0JFhcJe
13/03/2019 07:41,@_RobbieMoore @BorisJohnson @10DowningStreet @Conservatives when will the inevitable u-turn occur with regards to t… https://t.co/Vof7oYzMOD
26/01/2009 04:16,"Other countries in the Middle East, including Saudi Arabia, Qatar, Kuwait and Oman, are also relying heavily on the… https://t.co/E9ireKyrw6"
08/04/2010 05:06,"Other countries in the Middle East, including Saudi Arabia, Qatar, Kuwait and Oman, are also relying heavily on the… https://t.co/pSCJ0e3Xrn"
11/02/2019 18:11,#Norway To Receive Fewer #Pfizer Vaccine Doses Than Originally Reported https://t.co/vH0wsWdgAR #COVID19… https://t.co/J7lLq5U308
11/02/2019 18:11,#EU Plans To Purchase 300-million More #Covid19 Vaccines https://t.co/E6CxrV4yHA #covidvaccines #Pfizer… https://t.co/HwUUNgstLv
11/02/2019 18:11,#Covid19 Vaccine Rollout Needs Spark Even More Innovation https://t.co/EBaYqJexm1 #Ergotron #VaccinationCart  #Pfizer #PfizerBioNTech
11/02/2019 18:11,"""Vaccine Hoarding"" Under Spotlight At The #UnitedNations https://t.co/GIa2W4wRxn #PfizerBioNTech #COVAX… https://t.co/GEWW28b4HS"
06/12/2008 10:17,i felt like second Obligatory Vaccine Selfie™ deserved a come hither pose than the usual Juliecheese 😘🤓… https://t.co/5wYrRWijJz
26/10/2020 06:59,@SKyriakidesEU @AstraZeneca The @EU_Commission failed. @vonderleyen failed. You failed. You should have bought maxi… https://t.co/HB15QAAa0K
22/01/2009 16:18,#Moderna and #PfizerBioNTech should open source the #Covid_19 vaccine so anyone with manufacturing facilities can produce more.
20/06/2017 10:06,"@mizakalili Chinese media claims, to no surprise, that western media don't report on deaths after #PfizerBioNTech… https://t.co/GXkIz6JaA9"
